ax,ay,az,gx,gy,gz
-1520.0,-8420.0,3464.0,-3538.0,22152.0,-5322.0
-2384.0,-11060.0,5048.0,-2029.0,10751.0,-7932.0
-1096.0,-8840.0,4168.0,-6396.0,659.0,-8767.0
2076.0,-11776.0,-228.0,-297.0,-31238.0,-12170.0
5604.0,-18544.0,8624.0,2784.0,-32768.0,-5945.0
12316.0,-4188.0,10096.0,10749.0,-32768.0,-1665.0
14616.0,-10064.0,21600.0,-8297.0,-32768.0,2296.0
23252.0,-8664.0,21092.0,-5689.0,-21954.0,-2309.0
24600.0,-17160.0,27992.0,2588.0,8511.0,-3772.0
14344.0,-14436.0,25060.0,18452.0,28374.0,14493.0
19252.0,-6532.0,16180.0,19090.0,32767.0,17097.0
5296.0,-11720.0,11424.0,12884.0,32767.0,13072.0
1844.0,-1656.0,7840.0,18641.0,32767.0,617.0
-3356.0,-3436.0,9580.0,8214.0,31282.0,-5731.0
-13508.0,-5276.0,-2768.0,333.0,7121.0,-12243.0
-8204.0,-9480.0,-1184.0,-14256.0,-26031.0,-12116.0
2744.0,-11652.0,7212.0,-11714.0,-32768.0,-10753.0
6236.0,-19968.0,13720.0,-3410.0,-32768.0,-5431.0
8828.0,-4428.0,8192.0,6877.0,-32768.0,3491.0
20536.0,-6452.0,21688.0,-10312.0,-32768.0,4999.0
15388.0,-8900.0,18744.0,-6205.0,-23643.0,1450.0
21464.0,-12124.0,26292.0,5095.0,3840.0,3298.0
19708.0,-9984.0,23204.0,10304.0,32767.0,5051.0
13616.0,-8164.0,19396.0,6449.0,32767.0,8004.0
5400.0,-6424.0,11116.0,2629.0,32767.0,556.0
-2240.0,-7464.0,10496.0,13871.0,29158.0,-4555.0
-4264.0,-5812.0,8524.0,5011.0,25484.0,-3465.0
-10124.0,-6772.0,3708.0,-634.0,9418.0,-5836.0
-9232.0,-10672.0,3184.0,-7573.0,-14312.0,-5249.0
-2484.0,-10596.0,5176.0,-8239.0,-32768.0,-7863.0
3192.0,-13668.0,12060.0,-145.0,-32768.0,-4652.0
11300.0,-7340.0,14460.0,-2447.0,-32768.0,5630.0
15048.0,-9028.0,15932.0,-158.0,-32768.0,5256.0
15432.0,-5868.0,14856.0,-6719.0,-32768.0,74.0
17872.0,-10912.0,19640.0,1036.0,-31169.0,1248.0
18880.0,-8628.0,17856.0,573.0,123.0,2029.0
18084.0,-10448.0,22084.0,4679.0,28740.0,2831.0
18204.0,-8256.0,18896.0,17602.0,32767.0,2196.0
15396.0,-4720.0,20524.0,255.0,32767.0,743.0
2456.0,-8824.0,9676.0,11337.0,32767.0,-1689.0
-9804.0,-7480.0,-2188.0,14464.0,12531.0,-10337.0
-4188.0,-7212.0,4984.0,-8052.0,4569.0,-4465.0
-3344.0,-8640.0,1064.0,-14650.0,-19265.0,-16073.0
-140.0,-14736.0,6388.0,-16944.0,-24994.0,-7812.0
6452.0,-9636.0,7140.0,-16938.0,-32768.0,-4129.0
6052.0,-14160.0,14320.0,3225.0,-32768.0,3997.0
12672.0,-10528.0,14636.0,-10566.0,-32768.0,460.0
17352.0,-17548.0,21980.0,-5142.0,-32768.0,698.0
21792.0,-13056.0,24996.0,1463.0,17291.0,6369.0
12196.0,-12100.0,18672.0,7256.0,28345.0,1697.0
13996.0,-15488.0,22572.0,9119.0,32767.0,2795.0
14784.0,-10664.0,9412.0,5858.0,32767.0,-4245.0
-2004.0,-15972.0,1780.0,21049.0,32767.0,-610.0
-3244.0,-8768.0,664.0,13583.0,22149.0,6531.0
-9224.0,-9032.0,2260.0,8986.0,-14624.0,-3798.0
-6076.0,-8300.0,3592.0,-6433.0,-18738.0,-5360.0
